# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-G" "db/AfumigatusA1163_Genome.fasta" "-s" "0" "-a" "db/AfumigatusA1163_Genes.gtf" "--tmpDir" "/scratch/jstajich/15483333" "-o" "results/read_count_A1163.tsv" "-F" "GTF" "-T" "24" "-M" "Comp_Azole_1.bam" "Comp_Azole_2.bam" "Comp_Azole_3.bam" "Comp_GMM_1.bam" "Comp_GMM_2.bam" "Comp_GMM_3.bam" "Del_Azole_1.bam" "Del_Azole_2.bam" "Del_Azole_3.bam" "Del_GMM_1.bam" "Del_GMM_2.bam" "Del_GMM_3.bam" "OE_Azole_1.bam" "OE_Azole_2.bam" "OE_Azole_3.bam" "OE_GMM_1.bam" "OE_GMM_2.bam" "OE_GMM_3.bam" "WT_Azole_1.bam" "WT_Azole_2.bam" "WT_Azole_3.bam" "WT_GMM_1.bam" "WT_GMM_2.bam" "WT_GMM_3.bam" "-p" 
Geneid	Chr	Start	End	Strand	Length	Comp_Azole_1	Comp_Azole_2	Comp_Azole_3	Comp_GMM_1	Comp_GMM_2	Comp_GMM_3	Del_Azole_1	Del_Azole_2	Del_Azole_3	Del_GMM_1	Del_GMM_2	Del_GMM_3	OE_Azole_1	OE_Azole_2	OE_Azole_3	OE_GMM_1	OE_GMM_2	OE_GMM_3	WT_Azole_1	WT_Azole_2	WT_Azole_3	WT_GMM_1	WT_GMM_2	WT_GMM_3
AFUB_049650-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	220723;221683;221956;222155;222296	221634;221906;222109;222247;222509	-;-;-;-;-	1597	2513	2722	2788	2382	3843	3791	3149	2585	3268	2159	2838	2788	3773	3692	3835	3375	3617	3336	2454	2772	2985	2189	3353	3116
AFUB_049660-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	223462;225185;225455	225137;225411;225930	-;-;-	2379	38	58	42	39	30	62	66	44	72	91	59	80	70	41	56	50	37	36	68	63	34	110	192	226
AFUB_049670-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	226262;226356;226690;227253;227633	226326;226655;227215;227583;227934	-;-;-;-;-	1524	194	253	499	221	472	400	242	203	341	406	616	438	332	299	235	272	384	357	743	727	674	486	1778	1782
AFUB_049680-T	scf_000004_A_fumigatus_A1163	228996	230393	-	1398	8	2	6	11	8	8	1	6	6	8	8	10	6	4	15	7	8	0	2	3	13	12	22	17
AFUB_049690-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	231783;232503	232445;232985	+;+	1146	10	4	0	2	5	3	6	2	0	8	0	2	0	0	8	13	4	6	3	2	5	4	10	1
AFUB_049700-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	234976;235315	235250;236026	+;+	987	2109	2216	2899	60	79	32	754	603	1257	40	29	76	2833	3752	4111	88	92	64	1171	636	1457	24	39	39
AFUB_049710-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	236792;237158;237482;238564	237109;237427;238402;238716	+;+;+;+	1662	818	1332	1121	704	1323	1366	1449	1463	1727	508	1348	1261	1739	1796	1831	762	922	276	3371	2457	2162	1106	2003	2170
AFUB_049720-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	239066;239196;239352;239554	239116;239306;239459;240641	+;+;+;+	1358	21685	12428	10083	18946	13175	16090	11508	10015	11964	13828	14132	16772	10291	13145	9846	13100	16008	11942	18643	12259	16845	47693	23937	22106
AFUB_049730-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	241297;241389;241525	241332;241469;242023	+;+;+	616	1099	683	633	921	472	453	654	553	595	629	651	1180	633	613	583	517	706	490	854	359	465	1113	522	342
AFUB_049740-T	scf_000004_A_fumigatus_A1163	242508	243281	+	774	24	33	11	66	33	63	22	17	20	92	108	41	20	14	22	40	30	37	36	37	5	33	24	49
AFUB_049750-T	scf_000004_A_fumigatus_A1163	244525	245379	+	855	26	12	18	38	24	12	20	12	16	30	15	18	12	10	6	14	49	6	6	4	8	32	10	6
AFUB_049760-T	scf_000004_A_fumigatus_A1163	245656	246540	-	885	14	6	29	53	32	44	18	11	13	41	34	30	10	18	81	78	60	42	8	2	2	4	10	12
AFUB_049770-T	scf_000004_A_fumigatus_A1163	247927	247997	-	71	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0
AFUB_049780-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	248631;249533;249866	249488;249819;250490	+;+;+	1770	824	1180	897	1218	1801	1881	1740	1530	1860	1635	1959	1713	1334	1368	1409	1075	930	858	1658	1313	1186	768	927	948
AFUB_049790-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	250729;251011	250864;252102	+;+	1228	484	297	344	587	335	520	281	192	290	316	398	240	240	232	341	398	380	324	144	193	169	139	164	189
AFUB_049800-T	scf_000004_A_fumigatus_A1163	252362	254155	-	1794	1359	1242	1280	381	449	661	1206	908	1206	557	501	572	1261	1475	1195	668	644	388	750	935	769	316	507	285
AFUB_049810-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	255781;256285;256632	256217;256533;256779	-;-;-	834	28	62	66	19	19	40	26	25	25	29	11	7	50	42	53	26	21	16	28	20	46	24	19	17
AFUB_049820-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	258008;258271;258486;258603;259506;260074	258218;258440;258513;259308;259983;260151	-;-;-;-;-;-	1671	72	91	81	81	147	157	156	124	130	162	129	203	112	160	147	148	137	119	146	122	136	118	219	144
AFUB_049830-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	260940;261479	261451;261491	+;+	525	23	1	8	2	17	9	2	3	2	1	8	8	6	7	20	4	5	0	8	2	6	0	9	6
AFUB_049840-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	264210;264624;264990;265426;265916	264565;264929;265379;265866;266252	+;+;+;+;+	1830	110	156	198	259	262	310	251	172	201	428	282	317	160	238	235	292	244	215	452	304	244	991	579	480
AFUB_049850-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	266662;267835;268599	267775;268459;268626	-;-;-	1767	11	59	49	99	123	240	110	46	55	159	118	150	73	48	141	176	112	156	70	67	37	42	76	78
AFUB_049860-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	269254;269624;269808;270850	269576;269755;270794;271346	-;-;-;-	1939	144	262	196	269	216	225	318	240	449	269	190	163	224	497	339	109	184	105	240	352	310	100	219	188
AFUB_049870-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	275547;275981;276891;276967;277098;277312	275851;276837;276916;277051;277261;277538	+;+;+;+;+;+	1664	486	582	625	300	254	477	695	610	610	564	343	236	615	912	770	342	259	307	601	926	919	624	721	612
AFUB_049880-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	277610;278260	278207;278636	-;-	975	258	223	186	302	175	253	180	156	222	224	219	223	208	241	203	263	193	241	252	201	219	506	260	184
AFUB_049890-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	279585;279667;280158	279625;280110;280230	+;+;+	558	760	706	445	1207	980	603	260	262	214	224	253	524	795	776	686	670	620	418	578	224	263	917	348	295
AFUB_049900-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	280710;281804;282192;282306;282957;283067;283348;283468;283676;283767;284053;284634	281713;282142;282249;282892;283003;283280;283404;283617;283700;283956;284557;284886	-;-;-;-;-;-;-;-;-;-;-;-	3429	110	117	136	208	232	259	252	242	191	710	500	394	148	132	128	223	200	210	98	98	94	334	234	170
AFUB_049910-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	286929;287345;287694;287963	287235;287521;287894;288273	+;+;+;+	996	12	5	2	10	8	8	3	0	0	23	2	26	5	6	0	8	9	5	2	0	4	8	11	14
AFUB_049920-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	288503;289223	289146;289550	-;-	972	324	542	392	326	378	390	461	394	510	370	458	492	338	456	398	226	272	262	488	348	408	264	256	238
AFUB_049930-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	290563;290972;292239	290920;292169;292512	+;+;+	1830	104	150	114	52	183	224	258	253	232	124	252	142	202	152	166	120	102	90	186	150	124	22	48	96
AFUB_049945-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	302511;302993;303554;304194	302937;303485;304133;306072	+;+;+;+	3379	1090	959	1001	150	444	730	956	978	952	174	476	328	1372	1510	1230	465	400	266	705	874	544	126	281	565
AFUB_049960-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	306356;306514;306706;306927	306468;306652;306877;307509	-;-;-;-	1007	3875	3538	4191	3384	3575	3589	2948	2572	3048	2118	3085	3008	2725	3000	2730	3832	3888	2846	3122	2857	3480	1116	2930	2152
AFUB_049970-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	307584;308137;308435	308083;308374;308585	-;-;-	889	1428	644	674	1234	631	1318	565	493	473	1445	983	982	517	518	951	1474	1122	1542	793	559	515	1536	961	766
AFUB_049980-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	309015;309484;309675;309887;310044	309437;309624;309838;309999;310198	-;-;-;-;-	996	19502	12641	12673	29648	14165	10338	11169	10075	11712	12829	12418	18390	11696	12563	11545	12155	16305	12654	15461	8140	12079	33978	11936	10936
AFUB_049990-T	scf_000004_A_fumigatus_A1163	310302	311864	-	1563	1388	1815	1996	3081	2422	3167	2755	2385	2242	5277	3734	5003	1762	2190	1536	3036	2629	2510	2573	1847	2446	8161	4076	2326
AFUB_050000-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	311999;312835;313430	312790;313385;313529	-;-;-	1443	66	83	48	82	152	106	113	129	96	145	153	131	109	98	45	89	93	43	120	148	65	141	152	115
AFUB_050010-T	scf_000004_A_fumigatus_A1163	313903	315888	-	1986	122	65	75	91	108	116	115	158	89	158	107	110	95	113	77	64	51	78	111	112	113	131	106	115
AFUB_050020-T	scf_000004_A_fumigatus_A1163	316351	318103	+	1753	270	362	316	160	184	376	462	400	471	282	348	207	332	419	312	302	322	196	300	332	313	90	254	246
AFUB_050030-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	319407;320069;320601	319637;320332;320684	-;-;-	579	7253	5446	5193	24376	7403	7140	6313	5946	5864	10138	8565	11409	3192	3662	2999	5967	6545	6407	11960	5031	6822	24149	14794	10694
AFUB_050040-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	320794;321804	321757;321944	+;+	1105	117	259	196	633	616	595	551	471	582	586	556	436	570	425	585	435	387	226	460	558	346	400	535	566
AFUB_050050-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	322062;322575	322528;323808	-;-	1701	568	611	706	618	1064	1175	944	905	886	1127	1077	899	931	937	909	900	968	955	760	907	825	1146	1153	1316
AFUB_050060-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	324758;326126	326068;326533	-;-	1719	279	190	218	234	260	217	205	128	262	172	224	234	323	254	286	217	253	230	214	195	281	288	328	218
AFUB_050070-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	327691;328255;328617	328205;328546;328622	-;-;-	813	76	34	63	29	47	44	21	28	22	24	15	53	42	38	47	37	70	32	23	17	9	17	30	16
AFUB_050080-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	329371;329659;329965;330353;330582	329604;329919;330300;330533;331264	+;+;+;+;+	1695	18	10	32	8	28	15	16	4	41	10	10	12	22	22	11	34	81	6	12	12	8	21	3	3
AFUB_050090-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	332436;333008;333533	332833;333476;334735	+;+;+	2070	741	972	821	700	1079	1528	1115	1057	1063	1260	1162	1002	1187	1179	1029	1309	1099	915	936	1191	901	967	1417	1434
AFUB_050100-T	scf_000004_A_fumigatus_A1163	334906	335124	-	219	543	229	243	222	375	331	289	250	287	437	357	402	260	306	249	439	481	343	232	212	251	563	401	304
AFUB_050110-T	scf_000004_A_fumigatus_A1163	335299	336312	-	1014	666	764	526	1162	1154	1279	971	736	1070	1292	1019	1782	911	1060	794	1366	1358	763	702	574	659	1464	1635	752
AFUB_050120-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	337359;337745;338004	337691;337953;338433	-;-;-	972	593	583	569	714	611	1002	553	394	392	745	612	676	552	512	863	948	828	854	597	528	805	682	1150	1072
AFUB_050130-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	339863;340399;340743	340345;340690;342390	+;+;+	2423	454	635	660	972	864	1516	816	780	889	811	809	692	971	855	740	1228	973	1162	833	1569	1492	1358	2314	3048
AFUB_050140-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	342424;342858	342807;344038	+;+	1565	74	43	44	136	79	161	67	75	70	152	112	106	51	55	48	140	111	112	92	113	98	205	200	238
AFUB_050150-T	scf_000004_A_fumigatus_A1163	344452	344658	-	207	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	6	0	0	5	2	0	0	2
AFUB_050160-T	scf_000004_A_fumigatus_A1163	345479	346333	+	855	571	495	385	609	336	346	710	738	746	660	175	240	321	469	410	280	143	317	236	291	338	502	314	288
AFUB_050170-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	348973;349657;350852	349571;350778;351155	+;+;+	2025	156	211	208	255	169	247	296	244	246	442	280	216	218	301	254	258	274	188	233	232	238	592	291	224
AFUB_050180-T	scf_000004_A_fumigatus_A1163	351818	353231	+	1414	291	308	274	314	373	363	326	263	286	455	426	755	297	298	256	338	427	259	357	249	268	1058	711	364
AFUB_050190-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	354399;354537;354874	354475;354826;355193	+;+;+	687	123731	54447	61739	64888	58355	60305	51013	45518	51484	89088	56464	75460	38855	46682	36332	71590	73838	80321	30012	28502	48609	137872	62401	43140
AFUB_050200-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	355833;356044;356655;356864;357095;357492	355935;356604;356818;357040;357430;358149	+;+;+;+;+;+	1999	384	419	788	830	871	590	385	292	464	451	393	568	587	631	943	616	951	442	218	207	230	265	318	187
AFUB_050210-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	358300;359195;359671;360033	359134;359618;359920;360071	-;-;-;-	1548	565	791	668	1607	1308	706	835	787	1258	1200	913	1254	892	1080	1177	687	849	679	1752	1270	1839	2295	1466	1390
AFUB_050220-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	360445;361248	361185;361412	+;+	906	588	365	435	804	394	323	348	285	341	376	281	461	237	286	284	305	355	233	471	389	658	1004	532	353
AFUB_050230-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	361491;362699;363400;363580	362609;363341;363522;363683	-;-;-;-	1989	286	251	252	357	269	384	340	298	387	402	394	322	269	328	289	331	273	217	292	334	388	543	498	354
AFUB_050240-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	363717;364482;364867;365574	364393;364804;365500;366225	-;-;-;-	2286	3762	2442	2435	2456	2532	5301	5296	5210	4171	9311	7249	4875	2758	2512	1977	3741	2371	3475	5043	4640	3814	8774	6077	5328
AFUB_050250-T	scf_000004_A_fumigatus_A1163	367126	367359	+	234	25	37	33	70	37	37	38	45	34	14	43	20	26	31	23	20	26	19	48	37	40	31	19	33
AFUB_050260-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	367749;370110;374832	370043;374561;375227	-;-;-	7143	624	683	1574	1151	1891	3148	2288	2098	2228	1233	1648	634	2244	1939	1855	1459	759	1311	629	2453	1107	409	1218	1900
AFUB_050270-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	375303;375721	375667;377439	+;+	2084	2066	2126	1873	2128	3391	3076	2423	1980	2566	2483	2524	2482	2359	2556	2525	2786	3150	2528	2346	1903	2038	2097	2801	2137
AFUB_050280-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	377476;378518;380683;381520	378452;380611;381457;382096	+;+;+;+	4423	7886	9441	9696	6450	11321	16531	17090	16486	18650	10272	13876	6960	16192	14155	14387	10774	6381	7897	6274	20613	12420	3013	11136	15718
AFUB_050290-T	scf_000004_A_fumigatus_A1163	382542	384797	-	2256	1647	1430	1643	2252	2323	2514	1691	1629	1991	1933	1606	1212	2018	2107	1957	2782	2168	2609	578	1147	1302	867	1484	1225
AFUB_050300-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	384983;385313	385246;386108	+;+	1060	2459	2175	2397	2863	2083	1953	1692	1719	1753	2048	2007	2058	1838	1897	1853	1946	2304	2074	2294	1791	2211	3457	1929	1908
AFUB_050310-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	386697;387021;388919;389266	386869;388862;389197;389353	-;-;-;-	2382	851	1839	1537	2218	2962	3655	3374	3110	3483	2840	3085	1825	3243	3015	2751	2628	1576	1807	1412	3664	2262	776	2746	3230
AFUB_050320-T	scf_000004_A_fumigatus_A1163	389610	389837	-	228	4	11	10	201	108	144	116	93	139	75	127	52	144	115	134	75	28	27	42	159	23	5	113	121
AFUB_050330-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	390094;390570	390413;391155	-;-	906	5272	3108	2603	1519	1943	1696	2340	2031	2451	1313	1672	1636	2846	3011	2841	1301	1756	1096	3182	2210	2680	1627	1368	1616
AFUB_050340-T	scf_000004_A_fumigatus_A1163	391610	392764	-	1155	933	971	862	654	1007	954	1043	991	1182	685	922	637	1027	1152	1198	725	641	697	940	1038	932	443	899	1053
AFUB_050350-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	393277;393435;395095;395383;395730;396699;397166	393360;395039;395327;395675;396635;397097;397881	+;+;+;+;+;+;+	4236	5221	7445	9753	6127	9425	12695	12937	11887	13837	6279	9489	4722	13313	12272	12278	7716	5160	8413	4673	15057	9506	1915	6444	9600
AFUB_050360-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	398087;398310;399162;399237;399643;399837;400984	398248;399108;399183;399587;399774;400911;401275	-;-;-;-;-;-;-	2833	582	641	844	470	477	522	587	453	653	310	412	515	710	903	798	455	492	344	584	895	666	197	350	413
AFUB_050370-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	401439;402776;403683;404438	402720;403629;404371;404755	-;-;-;-	3143	3213	7864	11457	3291	5775	5785	11019	9736	13770	3189	4588	3050	15221	13945	14845	4688	3586	4316	4622	10702	7644	1102	3072	3683
AFUB_050380-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	405091;405386	405331;407018	+;+	1874	788	1310	1417	1512	2134	2072	1500	1368	1756	1775	1224	1729	1623	1707	1485	2157	2394	2210	945	991	1304	1754	1492	975
AFUB_050390-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	407374;407481;407619;407784;408169	407421;407559;407731;408058;408214	-;-;-;-;-	561	5245	4101	4636	4429	3520	3431	3251	3062	3709	3138	3314	2566	3662	3960	3888	3109	3177	3469	2857	3287	4065	2724	2797	3106
AFUB_050400-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	408653;408844;408979;409228;409670	408792;408931;409153;409614;410070	+;+;+;+;+	1191	1479	1687	1673	1786	2465	2095	1851	1563	1937	1949	1892	2577	1939	2161	1897	2034	2198	1810	2310	1516	1965	2327	2179	1699
AFUB_050410-T	scf_000004_A_fumigatus_A1163	410859	413100	+	2242	17979	26409	28063	41350	44684	28478	27682	24852	35623	34413	35059	25919	24032	23827	24097	22521	23426	30153	21936	29122	36373	16284	21514	25247
AFUB_050420-T	scf_000004_A_fumigatus_A1163	414090	415769	+	1680	1263	917	1056	1041	973	999	838	877	1009	842	844	741	938	1105	1025	870	867	1038	719	858	879	1098	810	693
AFUB_050430-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	416509;418498	418441;418964	-;-	2400	858	3026	2875	1906	3236	2886	3095	3195	3636	1653	2832	1423	4602	4246	5296	2173	1956	2148	2005	3799	2301	907	1562	2670
AFUB_050440-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	420297;421047	420986;421313	-;-	957	1103	1423	1622	403	602	785	915	848	1107	782	654	703	1516	1523	1374	683	761	600	1568	1551	1832	948	866	979
AFUB_050450-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	422206;423343	423274;423995	+;+	1722	28370	41858	40999	10194	13045	13795	22670	20919	27324	10060	11179	12576	49340	48940	42227	20813	17455	17555	68072	43938	56533	9862	29155	28012
AFUB_050460-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	427992;430312;430953	430248;430855;433048	+;+;+	4897	6636	8428	7073	4206	6806	8789	7411	7476	8090	5613	6360	3833	7964	7936	7381	6067	4627	7269	3924	9624	8020	3561	5464	6956
AFUB_050470-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	433371;434147;434541	434067;434216;435223	-;-;-	1450	6508	11293	9558	10515	10732	10642	9801	8783	9503	10116	11273	11292	9817	10367	10253	9687	9600	9388	15846	8386	11153	12639	10349	9905
AFUB_050480-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	435551;435680;435902	435564;435840;436287	+;+;+	561	8819	7539	7838	10550	7733	6663	6394	5545	6459	9847	7302	10195	6978	7691	6449	8230	10450	8069	9482	5255	8163	25465	8553	6150
AFUB_050490-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	438098;438189;438347;438495;439239;439467	438112;438224;438424;439182;439409;439495	+;+;+;+;+;+	1017	94072	73498	82495	92543	79823	79407	69747	67776	77107	75252	75399	42253	81926	77566	77175	69714	57997	102858	32679	69415	74781	41111	46807	60979
AFUB_050500-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	440577;441287;441687;441882;442045;442220;442823;443013;443410	441225;441526;441825;441994;442172;442430;442944;443208;443420	+;+;+;+;+;+;+;+;+	1809	1252	2619	1657	1664	2306	2986	2701	2676	2663	2312	2626	1810	3110	2952	2957	2338	1729	1942	1853	3125	2107	1037	2032	2586
AFUB_050510-T	scf_000004_A_fumigatus_A1163	445310	445780	+	471	3271	2482	3414	8078	8147	7208	3477	2675	3322	7548	6519	11637	3479	2533	1956	2870	3140	3452	5670	4244	4227	9253	6149	4797
AFUB_050520-T	scf_000004_A_fumigatus_A1163	446158	447363	-	1206	899	1081	992	1244	1154	1189	1263	1196	1185	946	1406	1032	1033	1250	1096	1038	1026	947	1477	1151	1190	1255	1249	1317
AFUB_050530-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	448481;449327	449246;452666	+;+	4106	1557	2469	1802	1609	2765	3660	2864	2676	3197	2271	2691	1635	3416	2991	3326	2285	1573	1867	1459	3542	1878	1111	2619	3246
AFUB_050540-T	scf_000004_A_fumigatus_A1163;scf_000004_A_fumigatus_A1163	453239;453744	453684;454778	+;+	1481	1678	1297	1678	1410	1450	836	1002	858	1220	1083	930	1551	1315	1244	1415	1166	1771	1127	1002	511	979	2088	1000	779
