# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-G" "db/AfumigatusAf293_Genome.fasta" "-s" "0" "-a" "db/AfumigatusAf293_Genes.gtf" "--tmpDir" "/scratch/jstajich/15483333" "-o" "results/read_count_Af293.tsv" "-F" "GTF" "-T" "24" "-M" "Comp_Azole_1.bam" "Comp_Azole_2.bam" "Comp_Azole_3.bam" "Comp_GMM_1.bam" "Comp_GMM_2.bam" "Comp_GMM_3.bam" "Del_Azole_1.bam" "Del_Azole_2.bam" "Del_Azole_3.bam" "Del_GMM_1.bam" "Del_GMM_2.bam" "Del_GMM_3.bam" "OE_Azole_1.bam" "OE_Azole_2.bam" "OE_Azole_3.bam" "OE_GMM_1.bam" "OE_GMM_2.bam" "OE_GMM_3.bam" "WT_Azole_1.bam" "WT_Azole_2.bam" "WT_Azole_3.bam" "WT_GMM_1.bam" "WT_GMM_2.bam" "WT_GMM_3.bam" "-p" 
Geneid	Chr	Start	End	Strand	Length	Comp_Azole_1	Comp_Azole_2	Comp_Azole_3	Comp_GMM_1	Comp_GMM_2	Comp_GMM_3	Del_Azole_1	Del_Azole_2	Del_Azole_3	Del_GMM_1	Del_GMM_2	Del_GMM_3	OE_Azole_1	OE_Azole_2	OE_Azole_3	OE_GMM_1	OE_GMM_2	OE_GMM_3	WT_Azole_1	WT_Azole_2	WT_Azole_3	WT_GMM_1	WT_GMM_2	WT_GMM_3
Afu4g11100-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2897086;2898261	2898196;2898731	-;-	1582	1178	1265	1935	2113	1336	1466	1396	1250	1525	1446	1354	1324	1361	1456	1487	1550	1628	1588	1268	1215	1402	1701	1369	1194
Afu4g11110-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2899936;2900315;2900403;2902376	2900256;2900350;2902322;2903827	+;+;+;+	3729	836	1473	1266	956	1349	2759	2188	2126	1736	1479	1838	1331	2088	1727	2188	2237	1419	1246	1501	1920	1161	531	1547	1670
Afu4g11120-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2903915;2904085	2903926;2904228	+;+	156	0	0	1	2	0	0	2	1	0	0	2	1	3	2	1	0	2	2	0	2	0	0	0	0
Afu4g11130-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2904253;2906818	2906758;2906938	-;-	2627	1221	3829	5704	2193	2562	2998	4478	3984	4588	1905	2677	1589	5830	5480	5148	3163	2420	3781	2158	3840	4390	532	1319	1314
Afu4g11140-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2906974;2907139;2907915;2908195;2908543	2907060;2907805;2908100;2908482;2910232	+;+;+;+;+	2918	2959	2572	2625	1280	2115	2479	2809	2310	2502	2379	2293	2566	3203	3393	3011	2493	2296	1714	3392	2300	2469	1304	2017	1761
Afu4g11150-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2910492;2911042;2911352	2910952;2911283;2914211	+;+;+	3563	7144	16029	18013	6801	10342	10984	16454	14893	20375	6087	7762	6048	26109	26236	22789	10336	8498	8651	9784	17870	14032	1720	6207	6623
Afu4g11160-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2914439;2915411	2915258;2916044	-;-	1454	2263	2399	2910	3716	2101	2074	2135	1894	2415	2248	1999	2276	2502	2776	2636	2314	2355	2449	2225	1883	2761	3610	2093	1821
Afu4g11170-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2916314;2917849	2917803;2918302	-;-	1944	816	1179	1142	506	1081	1059	1028	875	1063	670	842	594	1398	1384	1315	935	709	864	536	1259	1076	324	669	921
Afu4g11180-T	Chr4_A_fumigatus_Af293	2919227	2920846	-	1620	31	125	92	237	511	652	525	492	523	317	445	214	691	638	665	282	103	140	175	623	184	39	343	507
Afu4g11190-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2921301;2921653;2921783;2921926;2922083;2922205;2922408;2922472;2922948	2921591;2921721;2921867;2922031;2922155;2922358;2922421;2922895;2923647	+;+;+;+;+;+;+;+;+	1916	6300	5976	5648	4551	6544	5267	5043	4412	5735	4833	5410	4222	6686	7307	7494	4588	4625	5480	5507	5815	6377	4007	4409	5750
Afu4g11200-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2923703;2924244;2925896	2924178;2925860;2926175	-;-;-	2373	27	46	38	7	57	35	61	62	62	18	48	28	83	99	45	81	32	32	61	102	72	22	81	45
Afu4g11210-T	Chr4_A_fumigatus_Af293	2927063	2930232	+	3170	1517	2651	3861	1515	3304	3256	3904	3342	4113	1411	2567	2287	5298	5949	5587	2930	2482	2381	4270	5272	3938	699	3578	3644
Afu4g11220-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2930486;2932367;2934389;2934656	2932312;2934324;2934592;2935241	-;-;-;-	4575	2025	3049	3709	2539	5418	5501	7035	6704	7282	3964	5728	3265	6688	5699	6268	3580	2528	2787	3397	7437	3896	1270	5250	6154
Afu4g11230-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2935520;2935819	2935748;2938003	-;-	2414	1928	1628	1454	1205	1758	2111	1902	1705	1949	1524	1607	948	2020	1841	1907	1800	1273	1870	1040	2013	1822	923	1380	1786
Afu4g11240-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2938272;2938689;2942037;2942424	2938640;2941968;2942361;2942727	+;+;+;+	4278	6154	7114	5171	5975	8550	11019	8699	8859	8605	8180	9169	4240	8629	7659	8426	7443	5166	6932	3433	9536	6467	3303	7150	9654
Afu4g11250-T	Chr4_A_fumigatus_Af293	2943732	2944595	+	864	4593	3172	1840	4022	3178	4822	3416	3260	2747	7057	5573	4139	2241	2745	2289	4418	2853	3891	2279	2216	2174	3533	3670	3282
Afu4g11260-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2946536;2946637;2946861;2947294	2946567;2946787;2947226;2947803	+;+;+;+	1059	1470	1339	1593	1511	1491	1767	1322	1164	1288	2229	1936	1611	1261	1297	1407	1329	1376	1372	1375	1177	1483	3247	1968	2063
Afu4g11270-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2948216;2951017	2950951;2952394	-;-	4114	772	1531	1682	1198	1458	2333	2192	2245	2213	1799	2028	1060	2730	2852	2738	1343	935	1247	1970	3441	2249	714	2104	3178
Afu4g11280-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2952442;2952519;2953246;2953919	2952462;2953175;2953864;2954594	+;+;+;+	1973	716	1159	1031	626	789	1142	1141	1286	1162	1246	1132	644	1391	1584	1370	934	670	986	1528	1767	1288	802	1408	1817
Afu4g11290-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2954742;2955116;2955675;2961140	2955031;2955610;2961081;2961430	+;+;+;+	6483	801	2071	2419	1513	2496	3277	3256	3290	3619	1744	2611	1093	5667	4182	5232	1973	1054	1815	1140	4263	1958	609	1648	2700
Afu4g11300-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2961754;2962126;2962305;2963829	2962052;2962204;2963773;2964825	+;+;+;+	2844	2909	5876	5103	3375	5717	5617	6584	6369	7494	4790	5421	2940	8235	7155	8163	5138	2953	4767	3447	8339	5748	1666	3816	5766
Afu4g11305-T	Chr4_A_fumigatus_Af293	2968587	2968671	-	85	7	35	25	64	40	33	52	30	29	17	28	24	38	30	41	42	48	31	29	19	13	15	8	27
Afu4g11307-T	Chr4_A_fumigatus_Af293	2968106	2968193	+	88	6	25	32	39	50	33	21	15	26	15	14	24	25	30	34	23	34	12	20	8	19	23	19	14
Afu4g11310-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2965028;2966202;2966921	2966131;2966865;2967068	-;-;-	1916	4633	3976	4158	3982	4333	5474	4572	5027	3968	5089	6732	3787	4563	4765	4334	5809	5170	5743	5861	5782	4860	3673	7131	9197
Afu4g11313-T	Chr4_A_fumigatus_Af293	2968332	2968434	+	103	22	75	51	90	107	71	68	44	56	39	51	43	74	75	63	72	104	57	38	32	37	58	55	37
Afu4g11315-T	Chr4_A_fumigatus_Af293	2969096	2969185	+	90	21	72	77	66	79	77	62	54	64	35	61	60	57	69	62	43	63	53	33	46	63	53	47	31
Afu4g11317-T	Chr4_A_fumigatus_Af293	2968830	2968913	+	84	38	139	125	116	159	118	114	107	109	73	96	94	137	149	117	109	152	85	91	63	124	96	60	59
Afu4g11320-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2969857;2970227;2970778	2970132;2970681;2975065	+;+;+	5019	3012	2736	2841	2553	4187	5833	4490	4137	4557	3084	4199	2298	5369	4871	4336	4295	2726	3408	1562	4256	2760	701	2648	3293
Afu4g11325-T	Chr4_A_fumigatus_Af293	2974855	2974961	+	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afu4g11330-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2975120;2975401;2975559;2976278	2975342;2975483;2976220;2976651	+;+;+;+	1342	3021	3835	3185	3195	3851	4273	3854	4100	3744	5869	5614	3560	2859	3532	3181	4276	3663	4040	5476	4862	5059	8013	6398	9250
Afu4g11340-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2976809;2976977;2977917;2978392;2978529	2976904;2977840;2978203;2978445;2978580	-;-;-;-;-	1353	6761	7481	8337	11425	8545	11167	7554	7122	7628	8041	8788	4410	7318	7248	7320	7931	6506	12519	3822	8104	8754	5373	6210	8079
Afu4g11350-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2978952;2980037	2979938;2980261	-;-	1212	9798	7249	6918	2655	4499	3222	5066	4173	5792	3593	3309	4016	6693	7571	7400	3728	4848	3715	6374	3722	5772	4373	2669	2389
Afu4g11360-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2981300;2982549;2982880;2983588	2982493;2982817;2983474;2983761	-;-;-;-	2232	3913	4296	2861	2752	4557	3994	3935	3684	4429	3958	4117	3244	5296	4994	5072	4000	3517	3235	5053	4435	3132	2073	3708	4505
Afu4g11370-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2984891;2985274;2985420	2984988;2985344;2985565	-;-;-	315	43	36	30	24	36	28	31	50	41	15	51	59	34	35	41	16	34	3	69	30	30	38	43	32
Afu4g11380-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2985893;2986632;2986858	2986486;2986803;2987692	+;+;+	1601	1392	1127	1406	779	1077	1153	1328	1192	1445	876	1059	845	1348	1498	1128	915	868	1122	823	1244	1157	633	911	1024
Afu4g11390-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2987782;2988403;2988631	2988190;2988525;2989075	+;+;+	977	8925	8033	7993	11619	9582	10121	7457	6377	7545	15235	8957	11171	6310	7637	6267	10664	9551	12663	10150	6295	9530	20556	11659	9389
Afu4g11400-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2989365;2990323;2990858	2990231;2990784;2991377	-;-;-	1849	1590	1501	2074	1223	1687	2335	2308	2371	2340	1773	2286	1279	2125	1768	1933	2040	1688	1937	1541	2295	1648	650	1793	2076
Afu4g11410-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2992777;2992998	2992929;2995508	+;+	2664	699	1570	1310	897	2001	2311	2246	2040	2456	1611	1756	1143	2424	2314	2327	1788	990	1233	1436	2596	1951	681	1970	2417
Afu4g11420-T	Chr4_A_fumigatus_Af293	2996025	2997488	+	1464	169	143	154	68	89	109	84	87	125	128	82	126	132	91	97	79	169	98	100	98	93	158	122	102
Afu4g11440-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2998117;3000613	3000518;3002170	-;-	3960	661	2648	3639	2916	4545	4368	4742	4467	5590	2643	3998	1706	5918	5357	5677	3291	1846	3235	2055	5542	3307	839	2703	3779
Afu4g11450-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3002489;3003062;3004409;3004734;3004989;3006609	3002993;3004354;3004657;3004920;3006556;3006979	+;+;+;+;+;+	4173	2457	5785	5064	3664	5998	7314	7561	7425	8488	4955	6291	3114	8916	8441	8191	5303	2866	4837	3752	10597	6126	1308	4398	6307
Afu4g11460-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3008313;3008446;3009113;3009469	3008394;3008996;3009398;3010088	+;+;+;+	1539	2887	3738	3490	1668	2528	2293	2716	2568	3135	1702	2177	1305	4124	4010	4230	2111	1997	2507	3118	3422	4051	1351	1996	2269
Afu4g11467-T	Chr4_A_fumigatus_Af293	3010301	3011779	+	1479	2806	1711	2200	2446	2196	2369	1878	1599	1840	2588	2071	2830	2115	1888	1892	2538	2833	2330	2119	1609	1995	5227	3140	1807
Afu4g11477-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3012011;3012425	3012367;3013174	+;+	1107	1377	1621	2285	2053	1760	1565	1523	1297	1692	1638	1375	1880	1779	1797	1682	1825	1908	1594	1203	1027	1695	2563	1522	1147
Afu4g11480-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3019417;3020496;3020636;3020942	3020440;3020575;3020827;3021834	-;-;-;-	2189	5039	6960	9373	2998	6280	7421	10460	10847	11660	4866	7218	3496	11870	11065	9826	6265	4096	6946	4402	10724	8073	949	2686	3550
Afu4g11490-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3026618;3026795;3027076	3026641;3026965;3027514	-;-;-	634	92	120	84	81	94	126	122	88	82	114	108	181	121	104	97	116	111	82	156	64	107	127	92	61
Afu4g11500-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3029323;3029507	3029390;3030791	+;+	1353	1486	1590	2194	2029	2084	2643	1862	1789	1962	2006	2249	1670	1557	1809	1544	2206	1571	2206	1212	2056	2224	1514	1752	2001
Afu4g11510-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3031474;3031709;3032654;3032884;3032992	3031648;3032585;3032800;3032927;3033525	-;-;-;-;-	1777	2296	6159	5132	3934	6336	6612	7190	6826	7693	5823	6868	3649	6946	7081	6916	5083	2749	5340	3996	8378	6946	1672	4269	5326
Afu4g11520-T	Chr4_A_fumigatus_Af293	3033904	3035732	-	1829	565	459	439	368	471	436	470	362	483	398	432	560	469	489	442	428	456	286	564	356	419	433	511	347
Afu4g11530-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3035984;3036293;3036497;3036669;3038442	3036229;3036439;3036611;3038386;3039161	+;+;+;+;+	2946	3376	6520	6873	4884	7890	10312	9311	8938	9597	9498	9629	5557	9080	8051	8291	8269	5498	7189	5382	10446	7848	4158	9241	10339
Afu4g11540-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3039213;3039873;3040099;3041204	3039797;3040039;3041093;3042540	-;-;-;-	3084	678	2008	2012	1619	2475	2973	2395	2603	2354	1735	2754	1189	2905	2777	3255	2063	1480	2140	2003	4614	2641	1059	3148	5395
Afu4g11550-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3043564;3045614;3045939;3046049;3046426	3045555;3045838;3045995;3046291;3046613	-;-;-;-;-	2705	17198	10575	11411	19624	13781	17960	12057	10978	11732	21811	15704	13060	10750	11743	10526	15985	12386	19339	10712	11702	12514	14454	14983	14289
Afu4g11560-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3046693;3047274;3054848;3056520;3056994	3047165;3054786;3056468;3056936;3057272	+;+;+;+;+	10303	1341	1958	1892	1471	2628	3684	3606	4153	3274	2645	3925	1294	5323	3914	4429	1937	1315	1713	1837	5126	2106	1303	2319	4612
Afu4g11570-T	Chr4_A_fumigatus_Af293	3057387	3060033	-	2647	842	1200	1283	969	1583	1919	1416	1285	1585	1303	1479	825	1611	1457	1595	1446	1220	1400	801	1290	1038	458	1125	1521
Afu4g11580-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3060042;3060549;3061009;3061146	3060374;3060955;3061076;3061381	+;+;+;+	1044	8547	11260	10195	24129	13882	11211	11199	9896	10640	22251	16061	20646	12000	12042	13038	13586	14648	14024	22373	9606	13137	42953	19539	15220
Afu4g11590-T	Chr4_A_fumigatus_Af293	3061479	3063328	+	1850	847	701	801	825	728	1087	753	692	785	743	725	628	688	928	815	835	692	868	505	644	796	593	752	691
Afu4g11602-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3063518;3066174;3066548;3066680;3066837	3066144;3066460;3066625;3066763;3066975	-;-;-;-;-	3215	457	1228	1259	1053	2184	2843	2004	1602	2006	1172	1964	631	2369	2179	2218	1091	588	985	856	2606	1127	260	1055	1946
Afu4g11620-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3068221;3068789;3068975;3069226;3069335;3069462	3068732;3068897;3069164;3069284;3069403;3069704	-;-;-;-;-;-	1182	2666	1376	898	1593	1218	1155	973	902	909	1436	1357	1722	846	900	903	937	1241	881	1902	804	1257	2449	1260	1060
Afu4g11630-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3071469;3071594	3071533;3075222	+;+	3694	1858	2628	2744	1841	3272	3730	3049	3093	3477	2567	2681	1832	3026	3315	3138	2853	1880	2420	1569	2999	2483	943	2344	2730
Afu4g11640-T	Chr4_A_fumigatus_Af293	3075244	3079160	+	3917	772	1705	2037	1619	3241	3360	2453	2320	3051	1752	2362	1535	3031	2295	2516	2000	1380	1764	998	2115	1394	664	1514	1923
Afu4g11650-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3079845;3080136;3082242;3082672	3080060;3082180;3082615;3083210	+;+;+;+	3174	2959	4039	4167	2911	3595	5172	4963	4759	4841	3485	3839	1321	5158	4469	4305	3991	2166	4197	1475	5755	4090	1332	2793	4177
Afu4g11660-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3083851;3084311;3085082;3085350;3085961	3084249;3085023;3085290;3085913;3086019	+;+;+;+;+	1944	1981	1357	1692	1323	1535	1502	1457	1325	1556	1261	1360	1112	1636	1614	1715	1476	1452	1190	1016	1434	1442	1033	1272	1423
Afu4g11680-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3086197;3086915	3086835;3087181	-;-	906	796	938	1293	1714	956	745	952	629	811	1022	899	1171	834	1093	875	947	1210	954	1178	655	1040	2568	1018	846
Afu4g11690-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3087470;3089308	3089256;3089449	-;-	1929	1016	2049	1629	2811	2496	3414	2058	1836	2044	3713	2802	2734	2176	2256	2067	3223	2826	2637	2149	1758	1841	4304	3329	2781
Afu4g11700-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3090305;3091772;3092167	3091713;3092104;3092368	-;-;-	1944	600	847	839	978	1559	3430	2134	2789	2048	3456	4371	1301	1472	1316	1267	3789	1386	1487	2517	8863	3419	1391	9046	14717
Afu4g11710-T	Chr4_A_fumigatus_Af293	3093878	3098144	-	4267	667	676	674	915	1092	2329	1263	1596	1069	2606	3003	1644	902	937	851	1973	1296	846	3170	3517	1910	2467	6252	7360
Afu4g11720-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3098931;3100838	3100625;3100984	-;-	1842	2390	6660	10285	13123	8677	7108	4954	4800	6479	5099	4067	2131	8501	9128	11418	5664	5953	9723	3997	5778	4293	5398	4079	7535
Afu4g11730-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3101683;3102476	3102418;3103518	+;+	1779	8729	6649	6979	7689	6926	6125	4528	4557	4681	7089	6415	4406	6192	6813	7062	5993	6624	8914	5809	6164	6965	8999	6455	8612
Afu4g11740-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3103812;3106914;3107473	3106847;3107278;3107766	-;-;-	3695	3037	2371	2510	2701	3066	3804	2914	2497	3100	3071	3371	3294	3684	3486	3531	2720	2445	2430	3799	3440	3086	4319	3680	3396
Afu4g11750-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3107796;3108570;3108813;3109261	3108515;3108726;3109160;3109377	-;-;-;-	1342	1782	1150	1421	1596	1076	860	894	698	881	1022	1102	1267	992	1126	1009	910	1296	1078	1129	729	1096	2533	1070	946
Afu4g11760-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3109444;3109809;3109985	3109699;3109921;3110642	+;+;+	1027	513	830	749	895	1121	1216	994	1065	1017	943	1079	743	902	945	993	1149	781	887	718	1010	716	463	926	998
Afu4g11770-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3110825;3111249;3111397;3111632;3111966;3112637	3111193;3111332;3111574;3111771;3112563;3113388	-;-;-;-;-;-	2121	881	1528	1164	1285	1798	2241	1950	1774	2069	1740	1849	1343	2094	1889	1926	1755	1210	1482	1350	2169	1366	1010	1780	2133
Afu4g11780-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3113750;3114924;3115343;3115484;3115563	3114863;3115253;3115416;3115505;3116239	-;-;-;-;-	2217	184	314	247	288	480	789	316	252	306	211	462	331	347	298	278	394	307	204	174	186	160	133	228	217
Afu4g11800-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3116531;3116957;3117112;3117614	3116884;3117045;3117556;3117937	-;-;-;-	1212	44948	101570	79585	50286	138011	163785	92829	90704	81894	52404	172442	83745	91908	96201	77769	240848	162264	142360	43613	69884	55786	6529	38095	49227
Afu4g11810-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3120009;3120478	3120418;3120679	-;-	612	398	301	368	489	339	370	251	202	172	338	367	389	280	215	459	378	594	292	351	197	232	576	316	245
Afu4g11820-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3121145;3122459	3122382;3122676	-;-	1456	2502	1551	1294	1309	1720	1425	1241	1070	1337	1225	1348	962	1594	1630	1901	1352	1776	1593	1719	1098	1102	921	980	1365
Afu4g11830-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3122699;3124157	3124094;3125295	+;+	2535	1720	2098	1616	1537	1952	1947	1777	1660	1770	1560	1743	1517	2227	2251	2186	1597	1569	1493	1721	1786	1754	1583	1442	1927
Afu4g11840-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3125862;3125965;3126257;3126741;3127053	3125914;3126197;3126666;3126980;3127151	+;+;+;+;+	1035	7877	5452	4903	5972	6480	4331	4840	4002	5763	6039	6215	6175	4974	5221	5291	5584	6307	6184	7418	5080	7841	6631	6001	5242
Afu4g11850-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3127681;3128614;3129319;3131088	3128552;3129028;3130532;3131301	-;-;-;-	2715	858	1380	1510	1893	2275	2585	2271	2372	2159	1906	2501	1347	2184	2134	2147	2006	1443	1794	1352	3031	1804	1279	1926	2898
Afu4g11860-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3131326;3133127	3133039;3133190	-;-	1778	788	1233	1100	1391	1604	1447	1155	1020	1327	1277	1276	1308	1308	1315	1379	1337	1591	958	1566	1090	1284	1330	1328	1443
Afu4g11870-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3133344;3134671;3134808;3135307	3134608;3134761;3135252;3135613	-;-;-;-	2108	2231	1798	1259	960	1843	1545	1662	1652	1742	1667	1992	1645	1863	1854	1878	1401	1419	1166	2774	1818	1866	1627	1866	2152
Afu4g11880-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3135631;3135762	3135705;3136466	+;+	780	1126	782	684	1328	691	677	569	564	524	629	568	802	730	722	665	576	727	665	856	544	674	1397	699	578
Afu4g11890-T	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3137133;3137503;3138088;3138660	3137445;3137979;3138591;3139693	-;-;-;-	2328	3319	6024	4960	3980	6617	6342	6893	6862	7952	4548	6308	3503	7581	7238	7572	4942	3545	4962	4942	9208	6767	1894	4528	6632
